id,region_id,area_id,city_id,street_id,shortname_region,formalname_region,shortname_area,formalname_area,shortname_city,formalname_city,shortname_street,formalname_street,house_number,building,block,letter,address,houseguid,management_organization_id,built_year,exploitation_start_year,project_type,house_type,is_alarm,method_of_forming_overhaul_fund,floor_count_max,floor_count_min,entrance_count,elevators_count,energy_efficiency,quarters_count,living_quarters_count,unliving_quarters_count,area_total,area_residential,area_non_residential,area_common_property,area_land,parking_square,playground,sportsground,other_beautification,foundation_type,floor_type,wall_material,basement_area,chute_type,chute_count,electrical_type,electrical_entries_count,heating_type,hot_water_type,cold_water_type,sewerage_type,sewerage_cesspools_volume,gas_type,ventilation_type,firefighting_type,drainage_type,lon,lat
7980729,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,16,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 16",32faf99c-8eec-48f5-b9c7-1e2fd70edec0,8924825.0,1973.0,1973.0,1-335,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,6.0,0.0,E,97,95.0,2.0,"5595,00","4478,90","423,30","405,60","6996,00","0,00",500,500,Отсутствует,Ленточный,Железобетонные,Панельные,"980,66",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.63245,54.17925
7982312,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,17,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 17",ad00ae4e-5f68-44cf-ad0d-404d98a6d43d,,1958.0,1958.0,II-67,Многоквартирный дом,Нет,Не заполнено,2.0,2.0,1.0,0.0,Не присвоен,3,3.0,0.0,"882,20","837,60","0,00","0,00","1254,00","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"0,00",Отсутствует,0.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,,Центральное,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,37.62783,54.17651
7980738,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,18,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 18",1f85c4e6-5caa-47e8-8685-9c0c5176a2dd,8924825.0,1973.0,1973.0,1-335,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,4.0,0.0,E,71,59.0,12.0,"3587,70","2805,80","506,40","275,50","5040,00","0,00",500,500,Отсутствует,Ленточный,Железобетонные,Панельные,"663,16",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.63246,54.17865
7982314,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,19,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 19",e6994b31-9a82-4bee-a198-8bc3df6a2a50,8938215.0,1957.0,1957.0,1-247,Многоквартирный дом,Нет,На счете регионального оператора,2.0,2.0,1.0,0.0,Не присвоен,8,8.0,0.0,"593,70","545,00","0,00","48,70","1131,00","0,00",500,500,,Ленточный,Деревянные,Кирпич,"0,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,37.62722,54.17637
9011465,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,19,,2,,"обл. Тульская, г. Тула, ул. Кауля, д. 19, к. 2",0abbf7cd-37c0-4a46-ade5-1939c45397d6,,1973.0,1973.0,в тех.паспорте не указан,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,1.0,0.0,Не присвоен,18,18.0,0.0,"3053,30","889,30","0,00","0,00","2047,00","0,00",500,500,,Ленточный,Железобетонные,Панельные,,Отсутствует,0.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.62739,54.17596
8791591,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,19а,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 19а",bf3e7cb4-eb94-4239-ce52-5748f9538b96,,,1973.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,1.0,,Не заполнено,18,,,"3053,30","2061,90",,,,,498,498,,Не заполнено,Не заполнено,Кирпич,"618,10",Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.62739,54.17596
7980757,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,20,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 20",ff63375c-11b6-faca-8eb7-aa9ee536d27e,8919845.0,1986.0,1986.0,124-05,Многоквартирный дом,Нет,На счете регионального оператора,9.0,9.0,7.0,7.0,D,234,230.0,4.0,"20323,10","12623,20","5260,00","1872,30","6797,00","0,00",500,500,Отсутствует,Бетонные столбы,Железобетонные,Кирпич,"1989,04",На лестничной клетке,7.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.63089,54.17879
7982316,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,21,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 21",182716be-1a4f-4d7b-acd9-a65f69cd700a,8932185.0,1955.0,1955.0,1-247,Многоквартирный дом,Нет,Не заполнено,2.0,,1.0,0.0,Не присвоен,8,,,"586,60","541,00","0,00",,"1188,00",,500,500,,Ленточный,Деревянные,Кирпич,"0,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,,Центральное,Вытяжная вентиляция,Отсутствует,Наружные водостоки,37.62665,54.17628
9067752,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,21,,,А,"обл. Тульская, г. Тула, ул. Кауля, д. 21, лит. А",1ec8f329-04cb-7273-bd1d-c2f267bcbf1e,,1955.0,1955.0,1-247,Многоквартирный дом,Нет,На специальном счете у регионального оператора,2.0,1.0,1.0,0.0,Не присвоен,8,8.0,0.0,"586,60","541,00","0,00","45,60","1188,00","0,00",500,500,,Ленточный,Деревянные,Кирпич,"0,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,37.62665,54.17628
7982320,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,27,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 27",8beb61b4-3cef-4d66-bdd0-8a87bd779a7d,8932185.0,1954.0,1954.0,1-247,Многоквартирный дом,Нет,Не заполнено,2.0,,3.0,0.0,Не присвоен,26,,,"1277,60","1065,30","113,90",,"2720,00",,500,500,,Ленточный,Деревянные,Кирпич,"1302,70",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,,Центральное,Вытяжная вентиляция,Отсутствует,Наружные водостоки,37.62442,54.17598
9316032,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,№27,,,,"обл. Тульская, г. Тула, ул. Кауля, д. №27",8beb61b4-3cef-4d66-bdd0-8a87bd779a7d,8919171.0,1954.0,1954.0,1-247,Многоквартирный дом,Нет,На счете регионального оператора,2.0,1.0,3.0,0.0,Не присвоен,26,26.0,0.0,"1599,30","1067,80","124,90","406,60","7344,00","0,00",500,500,,Ленточный,Деревянные,Кирпич,"351,60",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Пожарные гидранты,Наружные водостоки,37.62442,54.17598
7982324,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,31,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 31",ca94017c-e85e-42e8-9df6-12feee94038d,,1986.0,1986.0,111-83,Многоквартирный дом,Нет,Не определен,9.0,9.0,6.0,6.0,Не присвоен,215,215.0,0.0,"12115,67","12095,87","19,80","1904,10","6447,00","0,00",499,500,Отсутствует,Ленточный,Железобетонные,Панельные,"1347,62",На лестничной клетке,6.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.62137,54.17539
7982328,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,45,,1,,"обл. Тульская, г. Тула, ул. Кауля, д. 45, к. 1",3db46bc0-c44c-495d-8c76-77dbf51f384f,8919845.0,1954.0,1954.0,II-67,Многоквартирный дом,Нет,На счете регионального оператора,3.0,3.0,3.0,0.0,E,25,24.0,1.0,"2319,41","1898,41","172,90","218,10","2028,00","0,00",500,500,Отсутствует,Ленточный,Деревянные,Кирпич,"877,30",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.61908,54.17587
7982331,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,45,,2,,"обл. Тульская, г. Тула, ул. Кауля, д. 45, к. 2",5f56fc06-5d8e-4b71-a86d-49297d88d985,,1971.0,1971.0,1-335,Многоквартирный дом,Нет,Не определен,5.0,5.0,4.0,0.0,Не присвоен,73,70.0,3.0,"3542,80","3349,40","193,40","267,60","5385,00","0,00",499,500,Отсутствует,Ленточный,Железобетонные,Кирпич,"1441,04",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.61883,54.17533
7982337,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,47,,1,,"обл. Тульская, г. Тула, ул. Кауля, д. 47, к. 1",4d3a389a-80bf-4a96-84d3-cade2b9b5c8e,8938215.0,,1954.0,II-67,Многоквартирный дом,Нет,Не заполнено,3.0,,3.0,0.0,Не присвоен,21,,,"2463,80","1500,10","749,90",,"2117,00",,498,498,,Не заполнено,Деревянные,Кирпич,"724,80",Не заполнено,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,,Центральное,Не заполнено,Не заполнено,Не заполнено,37.61814,54.1762
7982342,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,47,,3,,"обл. Тульская, г. Тула, ул. Кауля, д. 47, к. 3",53f69f13-e39f-4864-b47d-7206485513e2,,1986.0,1986.0,1-335,Многоквартирный дом,Нет,Не определен,5.0,5.0,6.0,0.0,Не присвоен,79,78.0,1.0,"3872,10","3783,50","88,60","399,80","7170,00","0,00",499,500,Отсутствует,Ленточный,Железобетонные,Кирпич,"1841,00",Отсутствует,0.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.61738,54.17568
7982345,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,49,,1,,"обл. Тульская, г. Тула, ул. Кауля, д. 49, к. 1",e353993c-ccec-4e79-8e97-2e69936ee1de,8924825.0,1958.0,1958.0,1-335,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,4.0,0.0,Не присвоен,72,68.0,4.0,"5738,09","4285,79","1008,20","431,60","4876,00","0,00",500,500,Отсутствует,Ленточный,Железобетонные,Кирпич,"1038,38",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.61717,54.17654
7982350,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,49 а,,,,"обл. Тульская, г. Тула, ул. Кауля, д. 49 а",bd40a246-d012-e31b-a607-3a4bcac0df93,8941219.0,1991.0,1991.0,1-335,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,8.0,0.0,Не присвоен,118,117.0,1.0,"6373,50","5605,90","62,80","565,90","7411,00","0,00",500,500,Отсутствует,Ленточный,Железобетонные,Кирпич,"1135,54",Отсутствует,0.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.61657,54.17621
7982356,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,51,,1,,"обл. Тульская, г. Тула, ул. Кауля, д. 51, к. 1",96f58cc9-6319-41c3-8c5e-76aabce1e190,,1959.0,1959.0,1-335,Многоквартирный дом,Нет,Не определен,5.0,5.0,9.0,0.0,Не присвоен,166,165.0,1.0,"6925,10","6516,40","408,70","647,70","4504,00","0,00",499,500,Не имеется,Ленточный,Железобетонные,Кирпич,"1384,82",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.61558,54.17598
7982360,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,51,,2,,"обл. Тульская, г. Тула, ул. Кауля, д. 51, к. 2",dabb0183-2240-4456-84c6-b671bb960630,8924825.0,1978.0,1978.0,1-335,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,2.0,0.0,Не присвоен,120,120.0,0.0,"3998,90","3868,90","0,00","130,00","5251,00","0,00",499,499,Отсутствует,Ленточный,Железобетонные,Кирпич,"772,26",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.61558,54.17598
8757586,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,51,,3,,"обл. Тульская, г. Тула, ул. Кауля, д. 51, к. 3",c0f0ce15-5675-4f61-88de-280f9630d89c,8940333.0,1998.0,1998.0,в техническом паспорте данные отсутствуют,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,4.0,0.0,Не присвоен,62,62.0,0.0,"3443,20","3103,10","0,00","340,10","4271,00","0,00",500,500,нет,Свайный,Железобетонные,Кирпич,"731,86",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Вытяжная вентиляция,Отсутствует,Наружные водостоки,37.61558,54.17598
8580361,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,209adff1-48c5-425b-8976-e6a810a0ab92,обл,Тульская,,,г,Тула,ул,Кауля,корп 2,,,,"обл. Тульская, г. Тула, ул. Кауля, д. корп 2",de7a5ad1-c044-0940-f35a-d4bda13dacfa,7973535.0,,1968.0,II-08,Многоквартирный дом,Нет,Не заполнено,5.0,,5.0,0.0,Не заполнено,7,,,"3945,10","3926,00","19,10",,"4862,00",,498,498,,Не заполнено,Железобетонные,Кирпич,,Не заполнено,0.0,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,,Центральное,Не заполнено,Не заполнено,Не заполнено,37.63682,54.18072
9237525,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,6,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 6",99d4c701-1772-f8e6-1c91-3624293d6283,,,,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,,,,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.58544,54.12592
7973819,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,8,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 8",b7d84bbe-daeb-2f04-b030-ca7736d3becf,,1977.0,1977.0,II-67,Многоквартирный дом,Нет,На счете регионального оператора,12.0,12.0,1.0,2.0,Не присвоен,80,79.0,1.0,"4644,30","2114,40","957,50","743,20","2517,00","0,00",500,500,,Свайный,Железобетонные,Кирпич,"66,50",На лестничной клетке,1.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.6459,54.19543
9356196,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,8/128,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 8/128",2644da7c-c823-df9c-70a5-226ac073c507,8940333.0,1977.0,1977.0,II-67,Многоквартирный дом,Нет,На специальном счете у регионального оператора,12.0,12.0,1.0,2.0,Не присвоен,80,79.0,1.0,"4644,30","2114,40","957,50","743,20","2517,00","0,00",500,500,нет,Свайный,Железобетонные,Кирпич,"66,50",На лестничной клетке,1.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.58645,54.13678
7973821,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,10,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 10",5c3bb74a-7e16-2f4f-197c-d6390739b048,8927933.0,1974.0,1974.0,II-67,Многоквартирный дом,Нет,На счете регионального оператора,9.0,9.0,4.0,4.0,Не присвоен,144,144.0,0.0,"7494,00","4550,40","21,90","1164,10","4964,00","0,00",500,500,Не имеется,Свайный,Железобетонные,Панельные,"0,00",На лестничной клетке,4.0,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.58571,54.12525
7973795,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,12,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 12",90854fd8-e7f7-4888-8730-cea578f40ff9,8927933.0,1975.0,1975.0,II-67,Многоквартирный дом,Нет,На счете регионального оператора,12.0,12.0,1.0,2.0,Не присвоен,82,82.0,0.0,"3905,90","3201,70","80,10","717,70","2557,00","0,00",500,500,Не имеется,Свайный,Железобетонные,Кирпич,"0,00",На лестничной клетке,1.0,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.64707,54.19692
7973798,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,12,,2,,"обл. Тульская, г. Тула, ул. Кирова, д. 12, к. 2",275a99fe-7e8c-47d8-9637-363dc8fee44c,8940333.0,1972.0,1972.0,111-108,Многоквартирный дом,Нет,На специальном счете у регионального оператора,5.0,5.0,6.0,0.0,Не присвоен,97,97.0,0.0,"4727,30","3096,00","99,80","401,50","9534,00","0,00",500,500,нет,Ленточный,Железобетонные,Панельные,"0,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.64798,54.19645
7973799,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,14,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 14",305523af-1cf1-64d6-19fc-61635e784fd4,8927933.0,1976.0,1976.0,II-67,Многоквартирный дом,Нет,Не определен,12.0,12.0,1.0,2.0,Не присвоен,83,83.0,0.0,"4749,70","2206,90","0,00","197,30","6193,00","0,00",500,500,Не имеется,Свайный,Железобетонные,Кирпич,"0,00",На лестничной клетке,1.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.64763,54.19753
7973801,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,14,,2,,"обл. Тульская, г. Тула, ул. Кирова, д. 14, к. 2",833add58-6155-4caa-9f9f-8299c3e5af56,8927933.0,1972.0,1972.0,111-108,Многоквартирный дом,Нет,На счете регионального оператора,5.0,5.0,6.0,0.0,Не присвоен,98,98.0,0.0,"4687,00","3103,40","98,30","415,00","7443,00","0,00",500,500,,Ленточный,Железобетонные,Панельные,"0,00",Отсутствует,0.0,Центральное,1.0,Центральное,Отсутствует,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.64861,54.1972
6503762,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,16,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 16",c639ada8-4a40-4bfc-afbb-ea34db599b38,8939735.0,1976.0,1976.0,II-67,Многоквартирный дом,Нет,Не определен,12.0,12.0,1.0,2.0,Не присвоен,83,83.0,0.0,"5241,00","3924,50","5,30","736,90","3293,00","0,00",500,500,-,Свайный,Железобетонные,Кирпич,"0,00",На лестничной клетке,1.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.58422,54.12417
7973805,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,17,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 17",d7ea1d96-0104-46dd-a10b-d465ac16fb0e,,1996.0,1996.0,II-67,Многоквартирный дом,Нет,Не определен,10.0,10.0,7.0,3.0,Не присвоен,184,183.0,1.0,"13296,30","13023,30","273,00","2104,00","8997,00","0,00",499,500,Отсутствует,Ленточный,Железобетонные,Кирпич,"0,00",На лестничной клетке,7.0,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,"0,00",Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.64496,54.19672
7973828,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,18,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 18",1af5c7b7-23f9-3718-3706-743e8115ae5a,8940179.0,1974.0,1974.0,111-83,Многоквартирный дом,Нет,На специальном счете у регионального оператора,9.0,9.0,4.0,4.0,D,142,142.0,0.0,"8907,20","7643,80","76,10","1187,30","5799,00","0,00",499,500,МАФ,Иной,Железобетонные,Панельные,"980,00",На лестничной клетке,4.0,Центральное,1.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,,Центральное,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,37.58442,54.12459
9362614,d028ec4f-f6da-4843-ada6-b68b3e0efa3d,,b2601b18-6da2-4789-9fbe-800dde06a2bb,1d967b8a-e711-47c0-9472-96243878407d,обл,Тульская,,,г,Тула,ул,Кирова,18/141,,,,"обл. Тульская, г. Тула, ул. Кирова, д. 18/141",8e06d34e-1d60-4bae-8838-a839a0ac5da9,,,,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,,,,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,37.64889,54.19918
